"FACILITYID","BUSINESS_NAME","ADDR","CITY","CATEGORY","SUBCATEGORY"
"73A4B996-CD55-4126-99C4-830BEC205D02","DOON PIONEER PARK COMMUNITY CENTRE","150 PIONEER DR","KITCHENER","Food, General","Banquet Hall"
"8E563C3D-06BB-400F-A393-867081746454","ROYAL CANADIAN LEGION BRANCH #530","316 MARSLAND DR","WATERLOO","Food, General","Banquet Hall"
"79099284-3EEE-424B-9A09-8B08567594B0","ROYAL CANADIAN LEGION","524 BELMONT AVE W","KITCHENER","Food, General","Banquet Hall"
"9D3E9BAF-DB56-4224-8FB5-95E71C3807A9","THREE BRIDGES LODGE","635 HAWKESVILLE RD","WOOLWICH","Food, General","Banquet Hall"
"14239E23-3ADC-4C64-8F06-9754F3FA0705","HESPELER ARENA-BEEHIVE HALL","640 ELLIS RD W","CAMBRIDGE","Food, General","Banquet Hall"
"A731C188-A2A9-4D44-A3C6-A43B93B9A506","VICTORIA PARK PAVILION","76 SCHNEIDER AVE","KITCHENER","Food, General","Banquet Hall"
"90A9F323-A6A5-460B-AB29-A468D1C4E3C5","KW OPTIMIST CLUB HOUSE","2001 KRESSLER RD","WOOLWICH","Food, General","Banquet Hall"
"B2D1C019-8FA1-4285-BD38-A549984F7570","POLISH CLUB CAMBRIDGE","265 AVENUE RD","CAMBRIDGE","Food, General","Banquet Hall"
"83E7FC8F-0199-4EDF-B4AD-A624045BE1D8","KNIGHTS OF COLUMBUS HALL","333 SPEEDSVILLE RD","CAMBRIDGE","Food, General","Banquet Hall"
"267064FE-39B5-4138-8AED-A72AC87C9C29","BRIDGEPORT ROD & GUN CLUB","1229 BEITZ RD","WOOLWICH","Food, General","Banquet Hall"
"F032C336-F13E-480A-9EC8-AA788DABFFE6","HACIENDA SARRIA","1254 UNION ST","KITCHENER","Food, General","Banquet Hall"
"26E0572A-F0A0-47BA-A6DF-ABA1AD796121","ROYAL CANADIAN LEGION BRANCH 469","11 FIRST ST E","ELMIRA","Food, General","Banquet Hall"
"F15CB589-E901-4997-9BC3-ABF4764CDD76","CONESTOGA CATERING","110 MANITOU DR","KITCHENER","Food, General","Banquet Hall"
"AE2F8527-E903-4C0B-AE95-B8E16BDFC7BE","CAMBRIDGE ARTS THEATRE","47 WATER ST S","CAMBRIDGE","Food, General","Banquet Hall"
"DD9F723F-A24D-49E9-9326-BDF3B67BED7F","ROYAL CANADIAN LEGION","4 VETERANS WAY S","CAMBRIDGE","Food, General","Banquet Hall"
"0EC3AE39-CD12-4A75-B751-C20C05F61D67","VICTORIA HILLS COMMUNITY","10 CHOPIN DR","KITCHENER","Food, General","Banquet Hall"
"D2B3D2E0-446B-47D1-82F0-C8AB514A7E7A","WATERLOO PARK HOSPITALITY AREA","90 WESTMOUNT RD N","WATERLOO","Food, General","Banquet Hall"
"1BF2BC17-2535-49CF-A3A3-C94174307375","HUNGARIAN-CANADIAN CLUB","979 KOSSUTH RD","WOOLWICH","Food, General","Banquet Hall"
"D5E67EC5-B47B-428A-8C73-CCE7ED63089F","ALPINE CLUB","464 MAPLE AVE","KITCHENER","Food, General","Banquet Hall"
"703B96E2-B97C-40C9-8E88-CF37D0E26FBB","UNITED KINGDOM CLUB OF CAMBRIDGE","35 INTERNATIONAL VILLAGE DR","CAMBRIDGE","Food, General","Banquet Hall"
"05AF3F13-0044-423E-B06B-CFD6F6D3BAEF","PORTUGUESE CLUB OF CAMBRIDGE","870 TOWNLINE RD","CAMBRIDGE","Food, General","Banquet Hall"
"3CED8CAB-8304-4B2A-9D45-D4D0CEFCDFF0","BRESLAU COMMUNITY CENTRE","100 ANDOVER DR","BRESLAU","Food, General","Banquet Hall"
"1E504072-A0A6-455A-93E2-D5A357613D7B","BLOOMINGDALE COMMUNITY CENTRE","1031 SNYDERS FLAT RD","Bloomingdale","Food, General","Banquet Hall"
"8113FE8F-C497-4570-AAC5-D61B7CEF9EC9","AURORA LODGE SONS OF ITALY","1170 TOWNLINE RD","CAMBRIDGE","Food, General","Banquet Hall"
"93D2B315-F70D-4CD1-8ABB-E9C33C4B2F8C","KW CROATIAN CLUB","2006 SHANTZ STATION RD","WOOLWICH","Food, General","Banquet Hall"
"A681E5E0-0482-4150-98D4-EA0A8829071D","POLONIA ALLIANCE OF WATERLOO REGION INC.","2711 SHANTZ STATION RD","WOOLWICH","Food, General","Banquet Hall"
"1A7D12B2-B911-43FC-A9A1-EBA7CFF72A17","ST. GEORGE BANQUET HALL","665 KING ST N","WATERLOO","Food, General","Banquet Hall"
"B68F466F-F80C-4C3E-BF5E-ED312EE6BE15","SCHWABEN CLUB","1668 KING ST E","KITCHENER","Food, General","Banquet Hall"
"727D3FE1-4F53-43C6-96BF-F5574A446157","CEDARS WORSHIP & COMMUNITY CENTRE","543 BEECHWOOD DR","WATERLOO","Food, General","Banquet Hall"
"890F20A9-2EFB-41F8-9EF7-F925AD9FC3B7","ROYAL CANADIAN LEGION","334 WESTMINSTER DR N","CAMBRIDGE","Food, General","Banquet Hall"
"C3C13C5B-79E9-40E6-BF2E-FC47BC91B7BD","ARMENIAN COMMUNITY CENTRE","15 INTERNATIONAL VILLAGE DR","CAMBRIDGE","Food, General","Banquet Hall"
"8DBE126C-8886-46B8-B903-FC4D6A928133","WATERLOO ROD & GUN CLUB","1075 BO-DE LANE","WOOLWICH","Food, General","Banquet Hall"
"12971B04-E451-403F-A9C7-FF20271E49BB","WILMOT TOWNSHIP ROD & GUN CLUB","2607 BLEAMS RD","WILMOT","Food, General","Banquet Hall"
"E4B18AF7-21CB-4B26-B5BA-FF71D9650BF1","ROYAL CANADIAN LEGION","65 BOULLEE ST","NEW HAMBURG","Food, General","Banquet Hall"
"A061BA7F-3347-477B-BD59-0F51D22C97F1","SHORT FINGER BREWING CO. LTD.","2 - 20 HURST ST","KITCHENER","Food, General","Food Warehouse / Depot"
"A93C0084-1F35-4C12-BE8F-147EE9207825","ECO-COFFEE CORP.","1441 KING ST N","St. Jacobs","Food, General","Food Warehouse / Depot"
"9BD28411-02F4-4C5D-9E4C-21680C23CC53","CAUDLE'S CATCH","60 OTONABEE DR","KITCHENER","Food, General","Food Warehouse / Depot"
"B5CE8BA2-15BE-4E12-BD5F-2A070748D13B","MOZY'S PREP KITCHEN AND COLD STORAGE","2 - 100 FROBISHER DR","WATERLOO","Food, General","Food Warehouse / Depot"
"480D4FFD-C630-4187-949B-2CE780949056","LEN'S MILL STORE","3555 BROADWAY ST","HAWKESVILLE","Food, General","Food Warehouse / Depot"
"659FAA00-B07C-43BB-BDAE-2F10D1D98024","KOUNTRY KITCHEN CUPBOARD","169 KATHERINE ST N","WOOLWICH","Food, General","Food Warehouse / Depot"
"8D5EB489-6409-41D4-85F2-35C82E023F51","HORSE AND BUGGY BRANDS","K, L, M - 120 TURNBULL CRT","CAMBRIDGE","Food, General","Food Warehouse / Depot"
"B281CABE-9AF6-457D-9718-374E5957B2F8","FINEST SAUSAGE & MEAT LTD.","268 TRILLIUM DR","KITCHENER","Food, General","Food Warehouse / Depot"
"8CA88ECE-B7EB-4EB4-ADF3-47BC29D27258","ORANGE BLOSSOM FARM","1290 MARTIN CREEK RD","WOOLWICH","Food, General","Food Warehouse / Depot"
"DC2876FA-8FBD-4E1E-BE97-545E48255903","ST. JACOB'S FOODS","3171 BLEAMS RD","WILMOT","Food, General","Food Warehouse / Depot"
"35418296-5B6E-4B99-9076-5852606C73AD","STONE CROCK MEATS & CHEESE","1408 KING ST N","ST. JACOBS","Food, General","Food Warehouse / Depot"
"7B29CC95-B18C-486E-8A1F-6A13090EDA66","CCV FOOD SERVICES","1680 BISHOP ST N","CAMBRIDGE","Food, General","Food Warehouse / Depot"
"1DFA9B1F-0EDA-4FCB-A900-6ECB4D54433C","SALVATION ARMY COMMUNITY AND FAMILY SERVICES","1 - 300 GAGE AVE","KITCHENER","Food, General","Food Warehouse / Depot"
"96F12158-B3CF-46D8-835F-7062A0E389B4","POULTRY PLACE, THE","1110 THREE BRIDGES RD","WOOLWICH","Food, General","Food Warehouse / Depot"
"BA1B936C-B38F-42AD-88C4-8A6A36903F66","REID CANDY AND NUT SHOP","42 AINSLIE ST N","CAMBRIDGE","Food, General","Food Warehouse / Depot"
"E5A9441A-1B9F-469D-B181-8AE0B3D35F88","BAILEY'S LOCAL FOODS","16 WILLIAM ST  W","WATERLOO","Food, General","Food Warehouse / Depot"
"3AE3006F-5F6B-4624-AB23-96BB8CA4E46A","DETTWEILER'S SAUSAGE","2057 VICTORIA ST N","BRESLAU","Food, General","Food Warehouse / Depot"
"F466408A-DA75-40AB-AF5A-9A85C51F4221","EBY MANOR LTD.","1174 WEEBY PL","WOOLWICH","Food, General","Food Warehouse / Depot"
"E50B3653-FB11-40B6-9054-9C3B2AFD2229","KINGSDALE COMMUNITY CENTRE _ HOF STORAGE ROOM","72 WILSON AVE","KITCHENER","Food, General","Food Warehouse / Depot"
"1753AE81-02DF-47A3-B721-9C8AA95FA425","DOREL'S FOOD LTD.","101 WHITNEY PL","KITCHENER","Food, General","Food Warehouse / Depot"
"3F788E80-5842-4C08-BE22-C21C5A0D2C2B","IMPERIAL VENDING SERVICES INC.","625 WABANAKI DR","KITCHENER","Food, General","Food Warehouse / Depot"
"A201FC02-4917-4263-8AD7-D0D500E62DFE","CRESSMANS MEATS LTD.","562 HURON ST","NEW HAMBURG","Food, General","Food Warehouse / Depot"
"E1A5D0BE-1AFF-461C-847A-DC35E2DB32C7","FULL CIRCLE FOODS","3 CHARLES ST W","KITCHENER","Food, General","Food Warehouse / Depot"
"209971C7-6F1A-44C8-BD33-E2C33F71D83A","ZEUS NUTRITION AND SUPPLEMENTS","4 - 280 VICTORIA ST N","KITCHENER","Food, General","Food Warehouse / Depot"
"0CA3D454-CDB3-4ACD-9ED0-E2EE88EC7E2A","ONTARIO CHRISTIAN GLEANERS","1550 MORRISON RD","NORTH DUMFRIES","Food, General","Food Warehouse / Depot"
"5F874B26-5A1B-45D7-AB14-F090670BDE54","EBYTOWN FOOD CO-OP","43 QUEEN ST S","KITCHENER","Food, General","Food Warehouse / Depot"
"D44FEB3D-FA91-4CA4-AB14-F77A21542F50","EDESIA FINE FOODS","10 - 115 SALTSMAN DR","CAMBRIDGE","Food, General","Food Warehouse / Depot"
"5F343456-F831-4E41-AEE9-F84B81A64614","MISTERCASH INC","367 OTTAWA ST S","KITCHENER","Food, General","Food Warehouse / Depot"
"1DED65FF-3EE0-42F7-863E-3336BD3C0D88","THE FRENCH FRYER","1750 KING ST E","Cambridge","Food, General","Food Vending Facility"
"4B7AC701-A609-43C5-B1AB-356D84761177","WOOLWICH MEMORIAL CENTRE - MAIN CONCESSIONS STAND","24 SNYDER AVE S","ELMIRA","Food, General","Food Vending Facility"
"0631C8A2-7790-4B46-8B40-44786AFD82AD","TANJO FAMILY FARM","2468 LICHTY RD","WELLESLEY","Food, General","Food Vending Facility"
"BF9C6CB2-2423-45C6-AA6B-82F4080D8172","MARTIN'S FAMILY FRUIT FARM","1420 LOBSINGER LINE","WOOLWICH","Food, General","Food Vending Facility"
"C3E2C710-EF56-4CFC-96CA-AB68CE295A32","NORTH DUMFRIES COMMUNITY COMPLEX: CONCESSION BOOTH AND COMMUNITY KITCHEN","2958 GREENFIELD RD","North Dumfries","Food, General","Food Vending Facility"
"D1AFDC75-9242-4603-84D0-AD691F55BF7D","PFM - VIRTUOUS KITCHEN","615 KING ST E","Cambridge","Food, General","Food Vending Facility"
"B03BB048-5444-4B67-A2AC-AE509542B73C","CELESTE FRESH SEAFOOD","204 SAMUELSON ST","CAMBRIDGE","Food, General","Food Vending Facility"
"E14D9C60-FE53-4031-9B8C-EA8E3101613A","WOOLWICH MEMORIAL CENTRE - UPPER CONCESSIONS STAND","24 SNYDER AVE S","ELMIRA","Food, General","Food Vending Facility"
"B1F1531C-D168-4BF3-B657-F9D249FAEA31","WELLESLEY CIDER MILL","3800 NAFZIGER RD","WELLESLEY","Food, General","Food Vending Facility"
"6FA9149E-5614-4581-BE0E-FA91EA613B8B","MOVATI ATHLETIC-JUICE BAR","405 THE BOARDWALK","WATERLOO","Food, General","Food Vending Facility"
"85573B70-BB83-4574-8AF7-1136DC9E1555","CENTRE IN THE SQUARE - LOWER LEVEL LOUNGE","101 QUEEN ST N","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","CAPER'S SPORTS BAR","1 QUEEN ST N","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"9B0D90CF-312B-4DF9-8BFE-1F1ADA12EFA4","GRAND RIVER BREWING","295 AINSLIE ST S","CAMBRIDGE","Food, General","Cocktail Bar/ Nightclub"
"30E1689C-1EBB-4F52-B073-3D22BCC9E5EF","GRANITE CLUB","99 SEAGRAM DR","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"7D6C2FAF-3F94-4012-98E6-3F572EE1727E","WALSHEE'S FAMILY BILLIARDS","52 MAIN ST","CAMBRIDGE","Food, General","Cocktail Bar/ Nightclub"
"2E50DF9A-4D3E-4A61-962A-4229200EA966","CLUB ELEMENTS","90 KING ST W","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"7F50F728-642E-4262-AB45-45B52557B0D6","WLU - TURRET NIGHTCLUB","75 UNIVERSITY AVE W","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"638AB21C-6DE1-48D8-B33D-4CCB52376C9F","BRIXTON SOCIAL","1A - 140 UNIVERSITY AVE W","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"DD20B440-7424-4290-8FE7-4CF975EEA2DB","SPOT LOUNGE","91 KING ST N","Waterloo","Food, General","Cocktail Bar/ Nightclub"
"ED2B36E5-8E3F-4E94-A791-55D0AD186A48","PHIL'S GRANDSON'S PLACE","220 KING ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"8DE697E2-82CF-439C-B4D3-593144BA16D4","TOGETHER WE'RE BITTER CO-OPERATIVE BREWING","1 - 300 MILL ST","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"AB53215A-A78A-4720-9CCC-5D5D89E14CDD","THE BREAK ROOM","B - 182 WEBER ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"C294BCD1-92FE-4EDC-8540-6C686B7B6630","ORDER INC, THE","4 - 56 KING ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"7B318595-E18C-4EFA-A662-763837F5F213","DALLAS","312 KING ST W","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"15AC7B22-F7AB-4FFA-9736-79F0E539BA06","PIONEER SPORTSMEN CLUB","211 PIONEER TOWER RD","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"B7B6D583-07A9-49A8-A7E1-828F9648D46F","STARLIGHT CLUB","47 KING ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"4AEEB10B-872F-42DB-914B-8844DD997BA9","DUNFIELD THEATRE, THE","46 GRAND AVE S","CAMBRIDGE","Food, General","Cocktail Bar/ Nightclub"
"6CD704F6-969C-4EA5-B4A7-95B68EE6406C","WATERLOO INTERNET CAFE","12 - 258 KING ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"78024138-DC13-4B15-A0F6-9B7BE6C82F5A","SIRENS","B - 181 LESTER ST","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"E5A95F55-9621-4D52-A27E-A130F469DBCA","OPUS","183 KING ST W","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"EEF64FD8-2666-43B5-AE23-A3293EEA3634","CONRAD CENTRE FOR THE PERFORMING ARTS","36 KING ST W","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"B04D6FCF-D23B-4F81-A4DC-D459818EB96F","KITCHENER WATERLOO ART GALLERY","101 QUEEN ST N","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"C4118C17-A7F6-4AEC-87E4-D547438B5E33","NIGHT SCHOOL","1 - 56 KING ST N","WATERLOO","Food, General","Cocktail Bar/ Nightclub"
"2815CCB1-267A-45E5-9437-D87DDB175161","WAX NIGHTCLUB, THE","125 KING ST W","KITCHENER","Food, General","Cocktail Bar/ Nightclub"
"C2580841-ACAC-4AB8-B1E2-F4B1D9359259","GRAND RIVER HOTEL","1102 KING ST E","CAMBRIDGE","Food, General","Cocktail Bar/ Nightclub"
"60B32250-BB0D-4448-914C-08D1CF8B64E1","SUNRISE ACRES","6049 LINE 86","Woolwich","Food, General","Snack Bar / Refreshment Stand"
"6E67C2C6-6860-462F-8B5C-0DBD10708DF5","SIR ADAM BECK PARK CONCESSION BOOTH","215 SNYDER'S RD E","BADEN","Food, General","Snack Bar / Refreshment Stand"
"610D1DA7-7F1C-48E5-874A-1B423A622606","WELLESLEY ARENA","1004 CATHERINE ST","WELLESLEY","Food, General","Snack Bar / Refreshment Stand"
"B713E57C-FC3D-43C4-80D5-38641398D735","REJIVE REPLENISH STATION","90 PINEBUSH RD","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"584920C6-055A-4978-9871-39D01BEB44C4","CHALMERS STREET PUBLIC SCHOOL","35 CHALMERS ST S","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"325CA1A2-E479-4C90-98EE-55E11B32F139","PRESTON LAWN BOWLING CLUB","427 QUEENSTON RD","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"5E3D892D-9ADB-41D2-B149-63D45E092DE8","SKY ZONE TRAMPOLINE PARK","150 GATEWAY PARK DR","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"F7410C33-653F-44C2-B3AB-677DA2312EE1","ALBANIAN ASSOCIATION OF WATERLOO REGION BASHKIMI KOMBETAR","124 SYDNEY ST S","Kitchener","Food, General","Snack Bar / Refreshment Stand"
"61C45D0D-F23B-41E7-958C-6F4863102575","ITALIAN CORTINA CLUB","22 KEVCO PL","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"858DE6C2-9779-4271-90E9-965A275AFA76","CAMBRIDGE GIRL SOFTBALL ASSOCIATION","66 FISHERMILLS RD","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"CF98CEF6-58BC-482F-94F3-9A8E034FF98F","LANDMARK CINEMA","135 GATEWAY PARK DR","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"141F79E2-A17E-42F8-B02C-9BA5C34ADC6D","LANDINGS SNACK BAR","1073 WITMER RD","WILMOT","Food, General","Snack Bar / Refreshment Stand"
"73C63C60-CD8E-4CA0-B7AC-9CC1F710025D","RIVERSIDE GRAND STAND CONCESSION","1835 ROGERS DR","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"CCDA822B-644A-4053-B365-9FFC98B5661F","ELMIRA BOWL","15 FIRST ST E","ELMIRA","Food, General","Snack Bar / Refreshment Stand"
"9C88F72B-CEE5-45EA-8B68-A51F421DBEC0","DAVIDSTEA","114B - 355 HESPELER RD","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"6F843932-CDBF-42BE-8E51-A522143C7767","APOLLO CINEMA","141 ONTARIO ST N","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"8A36D0E2-0957-424B-80F0-AD9BC124B1A0","GREY SILO - HALFWAY HOUSE","2001 UNIVERSITY AVE E","WATERLOO","Food, General","Snack Bar / Refreshment Stand"
"332825E5-CEFF-411F-9874-C7162343E38F","CAMBRIDGE MINOR SOFTBALL TUCK SHOP","14 VIMY ST","CAMBRIDGE","Food, General","Snack Bar / Refreshment Stand"
"726A82F6-53FE-4E8B-9968-CC53DA3A4E59","PETER HALLMAN BALLYARD","220 HAYWARD AVE","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"E6562E51-1A25-4006-86D2-D4990A64B2FC","DAVIDSTEA","2960 KINGSWAY DR","KITCHENER","Food, General","Snack Bar / Refreshment Stand"
"3B0D57D1-8D21-4502-8A34-DBD367834858","FITNESS 360 SMOOTHIE BAR","283 NORTHFIELD DR.","WATERLOO","Food, General","Snack Bar / Refreshment Stand"
"D65EE896-F4E1-4185-BBFA-F1F5FB80B0FB","KITCHENER WATERLOO LITTLE THEATRE","9 PRINCESS ST E","WATERLOO","Food, General","Snack Bar / Refreshment Stand"
"B90DF025-FEB4-4659-AF94-372D8515FEFE","CFM - CAUDLES CATCH SEAFOOD","40 DICKSON ST","CAMBRIDGE","Food, General","Fish Shop"
"61B84D88-E7DE-4922-AA03-A1E255408265","NKFM-LOVELL SPRINGS TROUT FARM","300 KING ST E","KITCHENER","Food, General","Fish Shop"
"F94B6A8E-5469-46CD-BDC0-C5B97F405698","EASY SEAFOOD","980 FRANKLIN BLVD","CAMBRIDGE","Food, General","Fish Shop"
"C2093744-EA30-43E6-A0FD-04947936749E","ST. JOHN'S KILMARNOCK SCHOOL - CAFETERIA","2201 SHANTZ STATION RD","BRESLAU","Food, General","School Cafeteria"
"78EABAEA-8796-4BE9-9E81-0811BC816745","ST. BENEDICT SECONDARY SCHOOL","50 SAGINAW PKY","CAMBRIDGE","Food, General","School Cafeteria"
"E0BC3AEE-FCAE-4014-9C82-0909F3C75332","WATERLOO COLLEGIATE CAFETERIA","300 HAZEL ST","WATERLOO","Food, General","School Cafeteria"
"B42975CB-DD6E-4E3B-BA1C-0948209F59B4","CONESTOGA COLLEGE CAFETERIA","108 UNIVERSITY AVE","WATERLOO","Food, General","School Cafeteria"
"39816A21-ED26-4190-A57D-0E1C7E9D79CC","ROCKWAY MENNONITE COLLEGIATE","110 DOON RD","KITCHENER","Food, General","School Cafeteria"
"F3FBD06E-6634-4BC9-AB4C-1019C29511E1","JACOB HESPELER SECONDARY SCHOOL","355 HOLIDAY INN DR","CAMBRIDGE","Food, General","School Cafeteria"
"2426EF53-229D-421B-8238-1B095DFE0C6D","GALT COLLEGIATE INSTITUTE","200 WATER ST N","CAMBRIDGE","Food, General","School Cafeteria"
"9668138F-53CB-4842-B876-1FA7998048E9","KITCHENER-WATERLOO COLLEGIATE (KCI)","787 KING ST W","KITCHENER","Food, General","School Cafeteria"
"52FD599E-3BA1-44B3-B027-25EEA0DF4C6D","NUTRITION FOR LEARNING - ROCKWAY PUBLIC SCHOOL","70 VANIER DR","KITCHENER","Food, General","School Cafeteria"
"AB118468-D2CB-4939-BC58-2CD40A141CF7","HURON HEIGHTS SECONDARY SCHOOL","1825 STRASBURG RD","KITCHENER","Food, General","School Cafeteria"
"E99DB7AE-0D63-43BE-8256-31AA1610777A","ELMIRA DISTRICT SECONDARY SCHOOL","4 UNIVERSITY AVE W","ELMIRA","Food, General","School Cafeteria"
"78F298C2-249E-44C1-B507-347148B39225","MONSIGNOR DOYLE SCHOOL","185 MYERS RD","CAMBRIDGE","Food, General","School Cafeteria"
"90DDBC88-747F-49EF-B19F-364B52B75897","UW - REVELATION (RON EYDT VILLAGE)","200 UNIVERSITY AVE W","WATERLOO","Food, General","School Cafeteria"
"BE4D571C-AEAF-4BED-8147-3D4A8A6C72FF","RESURRECTION C.S.S.","455 UNIVERSITY AVE W","KITCHENER","Food, General","School Cafeteria"
"1A95A2A6-6B07-4100-9437-46D2BE7A4540","ST. JEROME'S COLLEGE","290 WESTMOUNT RD N","WATERLOO","Food, General","School Cafeteria"
"D4FF8AF3-0D41-4F36-9B5E-48E599884E30","BLUEVALE COLLEGIATE","80 BLUEVALE ST N","WATERLOO","Food, General","School Cafeteria"
"F51CDB1F-D968-4D6A-A2A9-66BFCD8949A2","CHARTWELLS AT CONESTOGA COLLEGE: CAMBRIDGE","850 FOUNTAIN ST S","CAMBRIDGE","Food, General","School Cafeteria"
"4C6A29A3-2F0B-4FEC-8CE1-710E5F835B56","CAMERON HEIGHTS COLLEGIATE CAFETERIA","301 CHARLES ST E","KITCHENER","Food, General","School Cafeteria"
"3ABC51E1-CBD3-4576-8678-76AB93538A28","ECOLE SECONDAIRE CATHOLIQUE (E.S.C.) PERE RENE DE GALINEE","450 MAPLE GROVE RD","CAMBRIDGE","Food, General","School Cafeteria"
"B12F8040-BDF5-496F-9042-828B2005DC61","NUTRITION FOR LEARNING - ST. ALOYSIUS","504 CONNAUGHT ST","KITCHENER","Food, General","School Cafeteria"
"6AD140AE-AB33-4045-B55D-8522A4613975","ST. PAUL'S UNITED COLLEGE - WATSON'S EATERY","190 WESTMOUNT RD N","WATERLOO","Food, General","School Cafeteria"
"DA9B85B3-76F7-4AF5-A092-85DF03A399FB","WATERLOO OXFORD DISTRICT HIGH SCHOOL","1206 SNYDER'S RD W","WILMOT","Food, General","School Cafeteria"
"E5C897B0-1328-4BEA-A004-9749866B0CD9","PRESTON HIGH SCHOOL","550 ROSE ST","CAMBRIDGE","Food, General","School Cafeteria"
"21E32D67-82FF-4DA7-9BDB-9A4332DFF2B6","GLENVIEW PARK SECONDARY SCHOOL (ARAMARK)","55 MCKAY ST","CAMBRIDGE","Food, General","School Cafeteria"
"A55B910A-CDC0-4588-A15A-AA770098DE6F","EASTWOOD COLLEGIATE INSTITUTE CAFETERIA","760 WEBER ST E","KITCHENER","Food, General","School Cafeteria"
"F7FE0AE4-8709-44C1-ACD6-AC24F5D091F5","WILLIAM G. DAVIS PUBLIC SCHOOL","530 LANG'S DR","CAMBRIDGE","Food, General","School Cafeteria"
"6FEC4441-48F3-4E68-BB46-AD83149FDBC3","ST. MARY'S HIGHSCHOOL (TEACHING KITCHEN)","1500 BLOCK LINE RD","KITCHENER","Food, General","School Cafeteria"
"C856EC3F-1BBE-4274-A6E3-B09FB3DBE929","ST. DAVID HIGH SCHOOL","4 HIGH ST","WATERLOO","Food, General","School Cafeteria"
"4188E025-23FB-4E50-B250-C30E35F8CD85","KITCHENER- WATERLOO COLLEGIATE INSTITUTE HOSPITALITY KITCHEN","787 KING ST W","KITCHENER","Food, General","School Cafeteria"
"A57E7F86-37B0-4C22-948D-CB3D21597FDC","FOREST HEIGHTS COLLEGIATE CAFETERIA","255 FISCHER-HALLMAN RD","KITCHENER","Food, General","School Cafeteria"
"63E84282-2687-4421-82DB-CFB5FC45E70E","RESURRECTION COLLEGE","265 WESTMOUNT RD N","WATERLOO","Food, General","School Cafeteria"
"857573B1-D4A4-40A4-AC3B-D026C04760BC","ST. DAVID'S CSS - TEACHING KITCHEN","4 HIGH ST","WATERLOO","Food, General","School Cafeteria"
"C1BCD847-09E5-427A-89E9-DEC7368281BB","SIR JOHN A. MACDONALD SECONDARY SCHOOL","650 LAURELWOOD DR","WATERLOO","Food, General","School Cafeteria"
"C689579F-8B3C-4166-A2B6-F1043CD4EB9B","NUTRITION FOR LEARNING-HURON HEIGHTS SECONDARY SCHOOL","1825 STRASBURG RD","KITCHENER","Food, General","School Cafeteria"
"79377E51-33C9-4180-8368-F292FBDDEB68","SOUTHWOOD SECONDARY SCHOOL CAFETERIA","30 SOUTHWOOD DR","CAMBRIDGE","Food, General","School Cafeteria"
"76D0CB38-A1CF-4FD5-9610-F6AA4EF45BD6","SIR JOHN A. MACDONALD TEACHING KITCHEN","650 LAURELWOOD DR","WATERLOO","Food, General","School Cafeteria"
"8A7735D4-D61D-40DF-9D01-F7584DA81732","NUTRITION FOR LEARNING-JACOB HESPELER SECONDARY SCHOOL","355 HOLIDAY INN DR","CAMBRIDGE","Food, General","School Cafeteria"
"8C44A01E-0455-45EF-9662-0949A4E07D9C","VIRTUOUS KITCHEN","739 KING ST E","CAMBRIDGE","Food, General","Caterer / Commissary"
"ACF59AE7-A5FD-4739-B7BA-0E712FE430DC","REMEMBER ME FAMILY INC.","3 - 389 CLYDE RD","CAMBRIDGE","Food, General","Caterer / Commissary"
"57D9CEAC-0CFE-434F-9A40-103607CC3C89","GRACE HEALTHY DUMPLING COMMISSARY","14 - 755 BRIDGE ST W","WATERLOO","Food, General","Caterer / Commissary"
